Amsterdam, 52.3745403, 4.8979755
Athen, 37.9841493, 23.7279843
Berlin, 52.5170365, 13.3888599
Bern, 46.9482713, 7.4514512
Brüssel, 50.8465573, 4.351697
Budapest, 47.4983815, 19.0404707
Bukarest, 44.4361414, 26.1027202
Dublin, 53.3497645, -6.2602732
Kiew, 50.4500336, 30.5241361
Lissabon, 38.7077507, -9.1365919
London, 51.5073219, -0.1276474
